Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
415	10	0	1.0375	259.303517	268.822127	259.303517	285.904934	26.6014164	9.69403442	0	1850.54	0	0	3
420	10	0	1.05	258.573086	268.138831	258.573086	284.036146	25.4630602	9.74857349	0	1860.55	0	0	3
425	10	0	1.0625	257.847779	267.484122	257.847779	282.243076	24.395297	9.80305614	0	1870.5	0	0	3
430	10	0	1.075	257.14045	266.856556	257.14045	280.491397	23.350947	9.85706112	0	1880.31	0	0	3
435	11	0	1.0875	256.454031	266.602836	256.454031	280.491397	24.0373663	9.91034509	0	1890.03	0	0	3
440	11	0	1.1	255.774624	265.680734	255.774624	277.112909	21.3382848	9.96304695	0	1899.72	0	0	3
445	11	0	1.1125	255.104024	265.130512	255.104024	275.597648	20.4936245	10.015214	0	1909.22	0	0	3
450	11	0	1.125	254.446579	264.601735	254.446579	274.224403	19.7778244	10.0668092	0	1918.48	0	0	3
455	11	0	1.1375	253.792879	264.090947	253.792879	272.973468	19.1805897	10.1179376	0	1927.52	0	0	3
460	11	0	1.15	253.13784	263.823798	253.13784	272.973468	19.8356285	10.1687326	0	1936.41	0	0	3
465	11	0	1.1625	252.483216	263.111723	252.483216	270.758578	18.275363	10.2192664	0	1945.16	0	0	3
470	11	0	1.175	251.830162	262.638513	251.830162	269.820289	17.9901266	10.269578	0	1953.78	0	0	3
475	11	0	1.1875	251.177745	262.172449	251.177745	269.026549	17.8488038	10.3197056	0	1962.28	0	0	3
480	12	0	1.2	250.535883	261.710182	250.535883	268.366436	17.830553	10.3695847	0	1970.61	0	0	3
485	12	0	1.2125	249.91159	261.422412	249.91159	268.366436	18.4548465	10.4191041	0	1978.85	0	0	3
490	12	0	1.225	249.302686	260.785328	249.302686	267.446494	18.1438077	10.4681956	0	1986.95	0	0	3
495	12	0	1.2375	248.706441	260.316827	248.706441	267.182501	18.4760595	10.5168267	0	1994.85	0	0	3
500	12	0	1.25	248.121048	259.84029	248.121048	267.041015	18.9199667	10.5649852	0	2002.62	0	0	3
505	12	0	1.2625	247.542116	259.352818	247.542116	266.98403	19.4419139	10.6126924	0	2010.27	0	0	3
510	12	0	1.275	246.972041	259.050848	246.972041	266.98403	20.0119892	10.6599494	0	2017.8	0	0	3
